title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,sentence,word_count,char_count,dataset_row,document,topic
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,15,42,44,3,"Additionally, our sales and service reputation is top notch. We also rank highest among mass market brands in J.D. Power's Sales Satisfaction Index.",24,148,790,"Additionally, our sales and service reputation is top notch. We also rank highest among mass market brands in J.D. Power's Sales Satisfaction Index.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,16,45,47,3,"And recently, we were recognized atop the Customer Service Index as well. We've established a strong track record with top three CSI finishes dating back eight years and top three SSI finishes dating back six years. And in China, three of our models, the Excella GT, the LaCrosse, and the GL8 top their segments in the 2016 China Automobile Customer Satisfaction Index, an annual study conducted across 58 brands.",69,413,791,"And recently, we were recognized atop the Customer Service Index as well. We've established a strong track record with top three CSI finishes dating back eight years and top three SSI finishes dating back six years. And in China, three of our models, the Excella GT, the LaCrosse, and the GL8 top their segments in the 2016 China Automobile Customer Satisfaction Index, an annual study conducted across 58 brands.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,17,48,50,3,"Those third-party rankings are incredibly valuable because they represent real customer data and customers are at the heart of the decisions we make. Across all global markets, customer data also tells us that Buick owners appreciate value. That's why we put such a heavy emphasis on the idea of attainable luxury.",51,314,792,"Those third-party rankings are incredibly valuable because they represent real customer data and customers are at the heart of the decisions we make. Across all global markets, customer data also tells us that Buick owners appreciate value. That's why we put such a heavy emphasis on the idea of attainable luxury.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,18,51,53,3,"Our customers deserve the best design, the best connectivity, the best experience, all at the right price. And with Buick, they get it. So, how did Buick get to our current standing in the marketplace and with our customers?",39,224,793,"Our customers deserve the best design, the best connectivity, the best experience, all at the right price. And with Buick, they get it. So, how did Buick get to our current standing in the marketplace and with our customers?",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,19,54,56,3,"By evolving along with customer preferences to remain modern and relevant. By being nimble and responsive to emerging trends. by taking smart risks, seeking white space opportunities, and filling those spaces with compelling new products.",35,238,794,"By evolving along with customer preferences to remain modern and relevant. By being nimble and responsive to emerging trends. by taking smart risks, seeking white space opportunities, and filling those spaces with compelling new products.",5
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,20,57,59,3,"Just look at China. We saw an emerging marketplace there and established ourselves before anyone else. And 8 million sales later, we are stronger than ever.",26,156,795,"Just look at China. We saw an emerging marketplace there and established ourselves before anyone else. And 8 million sales later, we are stronger than ever.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,21,60,62,3,"On the product front, consider the original Enclave, an SUV that offered improved efficiency and road manners combined with the same interior space as our truck-based competitors. Buick dominated the market when we introduced it, and the industry were quick to follow. And Encore, which seemed like a risky move for an established brand like Buick, but now it's sold more than half a million units globally.",67,407,796,"On the product front, consider the original Enclave, an SUV that offered improved efficiency and road manners combined with the same interior space as our truck-based competitors. Buick dominated the market when we introduced it, and the industry were quick to follow. And Encore, which seemed like a risky move for an established brand like Buick, but now it's sold more than half a million units globally.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,22,63,65,3,"And again, the industry is playing catch-up. Those smart bets, backed by the kind of scale that allows these moves to quickly pay off, have fueled our momentum. Let me illustrate what I mean by scale.",36,200,797,"And again, the industry is playing catch-up. Those smart bets, backed by the kind of scale that allows these moves to quickly pay off, have fueled our momentum. Let me illustrate what I mean by scale.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,23,66,68,3,"Here in the US market, we lead our core competitive set ahead of Audi, Acura, Infiniti and Lincoln. Now expand that out to China, and you'll see why our international success is so important to us. That scale brings more diversity of design and engineering thinking, more extensive quality testing, and the ability to make important business cases for exciting new products.",62,374,798,"Here in the US market, we lead our core competitive set ahead of Audi, Acura, Infiniti and Lincoln. Now expand that out to China, and you'll see why our international success is so important to us. That scale brings more diversity of design and engineering thinking, more extensive quality testing, and the ability to make important business cases for exciting new products.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,24,69,71,3,"Now, you look at this graph, and I know what some of you are thinking because you've asked me about it many times. And yes, it's true. We sell a lot more Buicks in China than we do on this side of the Pacific.",44,209,799,"Now, you look at this graph, and I know what some of you are thinking because you've asked me about it many times. And yes, it's true. We sell a lot more Buicks in China than we do on this side of the Pacific.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,25,72,74,3,"But to fully understand the Chinese automotive market, it's important to understand China's macroeconomic trends. As you may know, China became the world's largest vehicle market back in 2009, amid rapid growth over the previous 20 years. In fact, 17 times as many vehicles were sold there in 2016 than back in 1996.",53,316,800,"But to fully understand the Chinese automotive market, it's important to understand China's macroeconomic trends. As you may know, China became the world's largest vehicle market back in 2009, amid rapid growth over the previous 20 years. In fact, 17 times as many vehicles were sold there in 2016 than back in 1996.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,26,75,77,3,"2016's total sales amounted to 28 million units, making China 50% larger than the US market. Those who got in early, like us, have benefited more than others. Volkswagen, Mercedes-Benz, Hyundai, BMW and Audi are other brands with greater sales in China than here in the US.",47,273,801,"2016's total sales amounted to 28 million units, making China 50% larger than the US market. Those who got in early, like us, have benefited more than others. Volkswagen, Mercedes-Benz, Hyundai, BMW and Audi are other brands with greater sales in China than here in the US.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,27,78,80,3,"As we do in the US, we sell regional products for China that cater to the local market dynamics. Here are the Buicks we sell internationally. Adjusted for the overall size of each market, the difference isn't as big as it seems on paper.",44,237,802,"As we do in the US, we sell regional products for China that cater to the local market dynamics. Here are the Buicks we sell internationally. Adjusted for the overall size of each market, the difference isn't as big as it seems on paper.",-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,28,81,83,3,"One thing you may not realize is we sell more encores in the US than we do in China and many, many more enclaves. In China, we sell far more Envisions. It's actually the top selling SUV from any international brand.",41,215,803,"One thing you may not realize is we sell more encores in the US than we do in China and many, many more enclaves. In China, we sell far more Envisions. It's actually the top selling SUV from any international brand.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,29,84,86,3,"Locally in China, there are a number of Buicks that we don't sell here in North America. One example is the Excella GT, the industry's top seller in its segment. These models amount to more than 700,000 sales a year, or half of our total Buick brand volume.",49,257,804,"Locally in China, there are a number of Buicks that we don't sell here in North America. One example is the Excella GT, the industry's top seller in its segment. These models amount to more than 700,000 sales a year, or half of our total Buick brand volume.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,30,87,89,3,"In the end, we are well placed in the two most important and profitable auto markets in the world. Now there's been another player in Buick's ability to bring products to market at the right time, and that's Opel. In recent years we've co-developed some of our products.",48,270,805,"In the end, we are well placed in the two most important and profitable auto markets in the world. Now there's been another player in Buick's ability to bring products to market at the right time, and that's Opel. In recent years we've co-developed some of our products.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,31,90,92,3,The two brands have some shared values and no market overlap. So it made sense and has been a successful exercise that's benefited our businesses and our customers. That partnership played a key role in rapidly growing our portfolio and shifting brand perception from where it was before we launched the last Regal here in America.,56,331,806,The two brands have some shared values and no market overlap. So it made sense and has been a successful exercise that's benefited our businesses and our customers. That partnership played a key role in rapidly growing our portfolio and shifting brand perception from where it was before we launched the last Regal here in America.,21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,32,93,95,3,"But since that introduction, we've come such a long way. Since 2010, we've doubled our global volume. So in essence, we've nearly added an Opel's worth of sales to the Buick brand.",32,180,807,"But since that introduction, we've come such a long way. Since 2010, we've doubled our global volume. So in essence, we've nearly added an Opel's worth of sales to the Buick brand.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,33,96,98,3,"And that's why I've talked so much about scale. Today, Buick stands tall on its own. The sale of Opel will have no impact on the fresh new lineup Buick is building out.",33,168,808,"And that's why I've talked so much about scale. Today, Buick stands tall on its own. The sale of Opel will have no impact on the fresh new lineup Buick is building out.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,34,99,101,3,"So, we've talked about Buick as a modern, nimble, customer-focused brand. We've talked about China, and we've talked about Opel. But what about the market you follow most closely, right here in the US?",34,201,809,"So, we've talked about Buick as a modern, nimble, customer-focused brand. We've talked about China, and we've talked about Opel. But what about the market you follow most closely, right here in the US?",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,35,102,104,3,"Buick's led in a lot of ways here, including being the first premium brand with built-in 4G LTE Wi-Fi as standard, and now the first with an unlimited data plan, which our customers are already loving. And Buick was also the first premium brand with Apple CarPlay and Android Auto. Earlier, you saw our latest TV spot, which started airing during the Final Four this past weekend.",67,380,810,"Buick's led in a lot of ways here, including being the first premium brand with built-in 4G LTE Wi-Fi as standard, and now the first with an unlimited data plan, which our customers are already loving. And Buick was also the first premium brand with Apple CarPlay and Android Auto. Earlier, you saw our latest TV spot, which started airing during the Final Four this past weekend.",10
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,36,105,107,3,"Who had the Tar Heels winning their bracket, by the way? Anyone? That spot highlights the fast-paced product cadence driving our growth, showing the four new products we launched just last year.",32,194,811,"Who had the Tar Heels winning their bracket, by the way? Anyone? That spot highlights the fast-paced product cadence driving our growth, showing the four new products we launched just last year.",9
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,37,108,110,3,"We'll have to make a new one soon because there's more to come. In fact, by the fourth quarter of this year, Buick will have the freshest, most modern lineup in the entire industry, with every model less than 21 months old. So, how well do you think you know Buick?",51,265,812,"We'll have to make a new one soon because there's more to come. In fact, by the fourth quarter of this year, Buick will have the freshest, most modern lineup in the entire industry, with every model less than 21 months old. So, how well do you think you know Buick?",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,38,111,113,3,"Let me take you through the US lineup, and this exercise will end with a new regal on this stage, the Enclave. It all started here. Car-like efficiency and handling from an SUV.",33,177,813,"Let me take you through the US lineup, and this exercise will end with a new regal on this stage, the Enclave. It all started here. Car-like efficiency and handling from an SUV.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,39,114,116,3,"You've heard it a million times now, but we pioneered it in 2008 when it was first introduced. Next week in New York, we'll show you an all-new Enclave that takes everything customers love about their vehicles, amps that up, and adds more luxury touches and new innovations. I really hope you'll all be there to share it with us.",60,329,814,"You've heard it a million times now, but we pioneered it in 2008 when it was first introduced. Next week in New York, we'll show you an all-new Enclave that takes everything customers love about their vehicles, amps that up, and adds more luxury touches and new innovations. I really hope you'll all be there to share it with us.",-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,40,117,119,3,"When the Encore was introduced for 2013, some people thought it was risky for Buick to launch a small SUV. We sold 35,000 in North America that first year, but that quickly grew to nearly 90,000 sales in 2016. Encore also attracts 56% of its US customers from other brands and has led its segment in Kelly Blue Book's five-year cost to owner wars for every year of its eligibility.",72,381,815,"When the Encore was introduced for 2013, some people thought it was risky for Buick to launch a small SUV. We sold 35,000 in North America that first year, but that quickly grew to nearly 90,000 sales in 2016. Encore also attracts 56% of its US customers from other brands and has led its segment in Kelly Blue Book's five-year cost to owner wars for every year of its eligibility.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,41,120,122,3,"While our competitors are scrambling to get into this segment, the fastest growing space in the market, we doubled down with a major update for 2017, keeping the design fresh and modern and the connectivity features at the head of the class. Now, customer response to these two segments has been remarkable. But we recognized a growing demand for a third SUV positioned directly between the Encore and the Enclave.",70,414,816,"While our competitors are scrambling to get into this segment, the fastest growing space in the market, we doubled down with a major update for 2017, keeping the design fresh and modern and the connectivity features at the head of the class. Now, customer response to these two segments has been remarkable. But we recognized a growing demand for a third SUV positioned directly between the Encore and the Enclave.",-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,42,123,125,3,"With Envision, we answered that demand. And with our global resources, we had the right vehicle in market in record time. Envision is modern, forward thinking with spirited and efficient performance from a 2.0-litre turbo engine and our intelligent all-wheel drive system.",43,272,817,"With Envision, we answered that demand. And with our global resources, we had the right vehicle in market in record time. Envision is modern, forward thinking with spirited and efficient performance from a 2.0-litre turbo engine and our intelligent all-wheel drive system.",0
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,43,126,128,3,"A super smooth ride and whisper quiet interior. Envision was named Buick's first IIHS Top Safety Pick Plus and also joined the rest of the lineup with the NHTSA 5-star safety rating. US customers have bought more than 21,000 envisions since last summer, with a higher average transaction price than that achieved by Acura.",55,322,818,"A super smooth ride and whisper quiet interior. Envision was named Buick's first IIHS Top Safety Pick Plus and also joined the rest of the lineup with the NHTSA 5-star safety rating. US customers have bought more than 21,000 envisions since last summer, with a higher average transaction price than that achieved by Acura.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,44,129,131,3,"While SUVs are important, convertibles are just plain fun. Last year, we sent a message about our brand confidence by adding one, the Cascada. This is a unique segment.",29,168,819,"While SUVs are important, convertibles are just plain fun. Last year, we sent a message about our brand confidence by adding one, the Cascada. This is a unique segment.",-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,45,132,134,3,"You just can't join without first having a strong core business. The Cascada exceeded our sales expectations with more than 7,000 sales in 11 months last year and that was enough to outsell the Audi A3 convertible and the Audi A5 convertible combined. This is the only convertible with a NHTSA five-star safety rating and it's packed with features that make the Cascada a joy to drive in any weather.",71,400,820,"You just can't join without first having a strong core business. The Cascada exceeded our sales expectations with more than 7,000 sales in 11 months last year and that was enough to outsell the Audi A3 convertible and the Audi A5 convertible combined. This is the only convertible with a NHTSA five-star safety rating and it's packed with features that make the Cascada a joy to drive in any weather.",-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,46,135,137,3,Things like a seatbelt concierge and a triple insulated acoustic roof keeping the cabin warm and quiet. Now that brings us to the LaCrosse. Our fourth new introduction in 2016 and the flagship of our lineup.,36,207,821,Things like a seatbelt concierge and a triple insulated acoustic roof keeping the cabin warm and quiet. Now that brings us to the LaCrosse. Our fourth new introduction in 2016 and the flagship of our lineup.,1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,47,138,140,3,The new LaCrosse pushes Buick further in terms of dynamics and luxury. LaCrosse offers sleek modern design and technology at the forefront of the industry. LaCrosse offers what Lexus doesn't.,30,191,822,The new LaCrosse pushes Buick further in terms of dynamics and luxury. LaCrosse offers sleek modern design and technology at the forefront of the industry. LaCrosse offers what Lexus doesn't.,21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,48,141,143,3,Things like industry-leading connectivity and all-wheel drive. Not just any all-wheel drive but Buick's intelligent all-wheel drive system. LaCrosse is the most technologically advanced car we've ever produced and it reinforces what attainable luxury means for Buick.,37,267,823,Things like industry-leading connectivity and all-wheel drive. Not just any all-wheel drive but Buick's intelligent all-wheel drive system. LaCrosse is the most technologically advanced car we've ever produced and it reinforces what attainable luxury means for Buick.,21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,49,144,146,3,This is our lineup as we arrive at today's reveal. four new products in just over a year with more on the way. I'm truly excited about Buick today and even more excited about where the brand is heading.,39,202,824,This is our lineup as we arrive at today's reveal. four new products in just over a year with more on the way. I'm truly excited about Buick today and even more excited about where the brand is heading.,21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,50,147,149,3,What's our next move? Taking a hard look at the midsize sedan segment and finding new ways to stand out. More of the same won't sell in this segment.,29,149,825,What's our next move? Taking a hard look at the midsize sedan segment and finding new ways to stand out. More of the same won't sell in this segment.,14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,51,150,152,3,"But then again, it's also not the Buick way. Remember, we have the entrepreneurial spirit of a small car company and the scale of a large one. So we're doing something different.",32,178,826,"But then again, it's also not the Buick way. Remember, we have the entrepreneurial spirit of a small car company and the scale of a large one. So we're doing something different.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,52,153,155,3,"The new Regal Sportback, as we're calling it, offers customers sleek, sporty, coupé-like design, the spirited performance of a premium sports sedan, and unexpected versatility. All in one sophisticated package for a perfect balance of form and function. It's an ideal match for today's independent, open-minded customers interested in a car that projects passion and personal style.",58,382,827,"The new Regal Sportback, as we're calling it, offers customers sleek, sporty, coupé-like design, the spirited performance of a premium sports sedan, and unexpected versatility. All in one sophisticated package for a perfect balance of form and function. It's an ideal match for today's independent, open-minded customers interested in a car that projects passion and personal style.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,53,156,158,3,"So ladies and gentlemen, I'm proud to introduce the 2018 Buick Regal Sportback. Well thanks Duncan and hello everybody. I'd just like to echo what Duncan said and thank all of you for being here today.",36,201,828,"So ladies and gentlemen, I'm proud to introduce the 2018 Buick Regal Sportback. Well thanks Duncan and hello everybody. I'd just like to echo what Duncan said and thank all of you for being here today.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,54,159,161,3,"We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back.",39,198,829,"We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,55,162,164,3,The brand is very close to my heart. I started my career at Buick and I spent a number of years up in Flint when it truly was Buick City. I've always been a huge fan and obviously I've been very excited to participate in the barrage of Buick product introductions in recent years.,54,280,830,The brand is very close to my heart. I started my career at Buick and I spent a number of years up in Flint when it truly was Buick City. I've always been a huge fan and obviously I've been very excited to participate in the barrage of Buick product introductions in recent years.,21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,56,165,167,3,"Buick now has the strongest and most versatile lineup it has ever had, bar none. The best Buicks that have ever been made are being made right now. You've heard about how Buick has turned its lineup so quickly, and you've seen how it's a brand dedicated to trying new things, like the Cascada and like the Encore before that.",60,325,831,"Buick now has the strongest and most versatile lineup it has ever had, bar none. The best Buicks that have ever been made are being made right now. You've heard about how Buick has turned its lineup so quickly, and you've seen how it's a brand dedicated to trying new things, like the Cascada and like the Encore before that.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,57,168,170,3,"Not only has it made an impact on the global marketplace, It's also caused a stir right here inside of General Motors. We have young designers and young engineers across product development who are clamoring to work on the Buick brand. In fact, we looked at a lot of the new things in the VR room today, and it was just fantastic.",62,330,832,"Not only has it made an impact on the global marketplace, It's also caused a stir right here inside of General Motors. We have young designers and young engineers across product development who are clamoring to work on the Buick brand. In fact, we looked at a lot of the new things in the VR room today, and it was just fantastic.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,58,171,173,3,"With their enthusiasm and eagerness, they remind me of when I was just starting out, except I know they dress a lot better than I did when I was programming robots in Buick City. It's easy to see why they want to contribute. Buick is a fast-growing and very exciting brand, both in our portfolio and in the overall industry.",60,324,833,"With their enthusiasm and eagerness, they remind me of when I was just starting out, except I know they dress a lot better than I did when I was programming robots in Buick City. It's easy to see why they want to contribute. Buick is a fast-growing and very exciting brand, both in our portfolio and in the overall industry.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,59,174,176,3,"And that's only going to continue. With new models like this Regal Sportback on the way, as well as the new Enclave due in New York next week, I think you're going to love that, things are only going to get even better. I can tell you the new Regal Sportback handles superbly on the road.",56,288,834,"And that's only going to continue. With new models like this Regal Sportback on the way, as well as the new Enclave due in New York next week, I think you're going to love that, things are only going to get even better. I can tell you the new Regal Sportback handles superbly on the road.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,60,177,179,3,"We drove it here just last month in its final form. And it's great looking as well, thanks to those designers I mentioned. The hallmark of Buick design today is in fact sculptural beauty.",34,187,835,"We drove it here just last month in its final form. And it's great looking as well, thanks to those designers I mentioned. The hallmark of Buick design today is in fact sculptural beauty.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,61,180,182,3,"I think this car achieves that. And I believe it will make an immediate visual, emotional connection with our customers. They'll look at it and they'll see a sleek, coupe-like design that will draw them in for a closer look.",40,224,836,"I think this car achieves that. And I believe it will make an immediate visual, emotional connection with our customers. They'll look at it and they'll see a sleek, coupe-like design that will draw them in for a closer look.",1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,62,183,185,3,"Then they'll get inside, and they'll see the premium materials. They'll relax in the welcoming seats, and they'll enjoy all the features that they could ask for, like the latest in connectivity, infotainment, and, yes, comfort. Then they'll drive it, and that will seal the deal.",46,279,837,"Then they'll get inside, and they'll see the premium materials. They'll relax in the welcoming seats, and they'll enjoy all the features that they could ask for, like the latest in connectivity, infotainment, and, yes, comfort. Then they'll drive it, and that will seal the deal.",-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,63,186,188,3,"It has Buick's characteristic quiet and comfort, along with an incredibly responsive 2-liter turbo mated to an incredibly quick-shifting 9-speed automatic. Perfectly integrated. It includes industry-leading safety features like lane keep assist and lane departure warning, front pedestrian braking, and the innovative new active hood, a first for the brand, which offers extra pedestrian protection, another example of excellence in engineering.",61,445,838,"It has Buick's characteristic quiet and comfort, along with an incredibly responsive 2-liter turbo mated to an incredibly quick-shifting 9-speed automatic. Perfectly integrated. It includes industry-leading safety features like lane keep assist and lane departure warning, front pedestrian braking, and the innovative new active hood, a first for the brand, which offers extra pedestrian protection, another example of excellence in engineering.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,64,189,191,3,So let's get to the elephant in the room. I get asked all the time if there's still an opportunity in the car segments of our industry. My answer is absolutely.,31,160,839,So let's get to the elephant in the room. I get asked all the time if there's still an opportunity in the car segments of our industry. My answer is absolutely.,-1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,65,192,194,3,"There's no denying car sales have slowed, and trucks, crossovers, and SUVs are holding sway in the market today. But last time I checked, midsize sedans were still in the third largest segment in the industry. So it's not like nobody buys them.",43,244,840,"There's no denying car sales have slowed, and trucks, crossovers, and SUVs are holding sway in the market today. But last time I checked, midsize sedans were still in the third largest segment in the industry. So it's not like nobody buys them.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,66,195,197,3,"There are sales to be had out there. In fact, there are more than 3 million retail sales per year to be had out there. And the way to get to them is to be the absolute best.",38,173,841,"There are sales to be had out there. In fact, there are more than 3 million retail sales per year to be had out there. And the way to get to them is to be the absolute best.",14
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,67,198,200,3,"But even when you're the best, you have to get noticed. And to get noticed, you have to stand out. And that's where the Buick's desire to be different comes in.",31,160,842,"But even when you're the best, you have to get noticed. And to get noticed, you have to stand out. And that's where the Buick's desire to be different comes in.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,68,201,203,3,That's where the Sportback and Regal Sportback comes in. We have a great new vehicle and we have made it different. We have something that broadens our appeal of our car versus others in the segment.,36,199,843,That's where the Sportback and Regal Sportback comes in. We have a great new vehicle and we have made it different. We have something that broadens our appeal of our car versus others in the segment.,21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,69,204,206,3,"This new model Sportback rear cargo access gives customers more flexibility than a traditional trunk. Now, when you're in a buyer in this segment, you see a choice that has that extra versatility that others lack, one that has available all-wheel drive, the great looks, and the terrific ride and handling balance. And I mean, it is sweet.",58,339,844,"This new model Sportback rear cargo access gives customers more flexibility than a traditional trunk. Now, when you're in a buyer in this segment, you see a choice that has that extra versatility that others lack, one that has available all-wheel drive, the great looks, and the terrific ride and handling balance. And I mean, it is sweet.",1
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,70,207,209,3,"And the other features I've just described, I think that will make a tremendous difference. I think many potential buyers will shock this new Regal Sportback and conclude it is the car for them. and maybe still other bios will look at it and think, well, they like it a lot, but they had something slightly different in mind.",59,325,845,"And the other features I've just described, I think that will make a tremendous difference. I think many potential buyers will shock this new Regal Sportback and conclude it is the car for them. and maybe still other bios will look at it and think, well, they like it a lot, but they had something slightly different in mind.",21
"Buick 2018 Buick Regal Sportback & TourX Full Reveal, Warren, Michigan (1080p_30fps_H264-128kbit_AAC)",20,71,210,212,3,"Well, we have a vehicle for them too, and I'd like to show it to you right now. Well, isn't it gorgeous? And remember how we mentioned that Buick is a brand that tries new things and explores new segments.",40,205,846,"Well, we have a vehicle for them too, and I'd like to show it to you right now. Well, isn't it gorgeous? And remember how we mentioned that Buick is a brand that tries new things and explores new segments.",21
