selection_label,topic,rank,representative_text
most_topics,37,1,"Now, when comparing electric vehicles, you gotta talk charging, right, Gian? Absolutely. The Model 5 is the first Brand model built on the new eGMP, which stands for Electric Global Modular Platform."
most_topics,37,2,"The new Model model line supports and accelerates this vision, and today's announcement takes a monumental leap forward, kicking Brand 's electrification efforts in America into high gear. As a critical pillar in Brand 's electrification strategy, Model 5 introduces our first dedicated battery electric platform, the e-GMP, or Electric Global Modular Platform. The e-GMP's 800-volt architecture addresses EV customer needs for ultra-fast charging and outstanding all-electric range."
most_topics,37,3,"Hello and thank you for joining us from across America and around the world. The Model 5 is a vehicle unlike anything in the market, a crossover that sets a new standard for Brand and the EV industry as a whole. As a critical pillar in Brand 's electrification strategy, Model 5 introduces our first dedicated battery electric platform, the eGMP, or Electric Global Modular Platform."
most_topics,38,1,"Equally capable on the track or around town, the GT 4-Door Coupe truly is the most practical member of the GT family without sacrificing driving performance. There are also a number of driver safety features that are standard for all GT models, including Active Brake Assist."
most_topics,38,2,"This race car truly sets new benchmark in this specific racing segment. It offers proven competition technology and extensive safety features from our highly successful GT3 race car, combined with intelligent lightweight construction and high efficiency derived from our GT-R. Its powerful bi-turbo 4-liter V8 engine is mated to a sequential 6-speed transaxle gearbox, also from the GT3. In addition, both the ABS and traction control are fully adjustable."
most_topics,38,3,"Let's take a look at the 2023 Model GT. What do you think? The Model GT, the performance car from Brand that solidifies our place among the fastest and most sophisticated players."
most_topics,39,1,"Comfort, convenience, and safety don't count for much if a vehicle can't back it up with performance to match. And Model once again delivers, whether in the busiest city or the remote outdoors. Three available all-wheel drive systems include the base all-wheel drive found on core gas grades, dynamic torque vectoring all-wheel drive with rear driveline disconnect available on Limited and standard on Adventure and TRD Offroad, and the electronic on-demand all-wheel drive standard on all hybrid models."
most_topics,39,2,"For Model 's fourth generation, hybrid models will be offered in front-wheel drive, perfect for Sunshine State drivers that don't need the added traction of all-wheel drive and would prefer a lower cost of entry instead. Of course, Brand 's hybrid electronic on-demand all-wheel drive system remains a staple for those who do need extra traction. And for gas models, a choice between front wheel and all-wheel drive continues for the latest generation."
most_topics,39,3,"Model has plenty of performance to match its high-tech features. With three all-wheel drive systems to choose from, Model can hit the trails like never before. These systems include the base all-wheel drive found on the core gas grades, with dynamic torque vectoring all-wheel drive with rear driveline disconnect available on Limited and standard on Adventure and TRD Off-Road, and the electronic on-demand all-wheel drive standard on hybrid and plug-in hybrid models."
most_topics,40,1,"Best of all, every Brand Model includes ToyotaCare, which provides two years or 25,000 miles of scheduled maintenance, whichever comes first, and two-year unlimited mileage of 24-hour roadside assistance. And since every variant is a hybrid electric vehicle, it includes a hybrid system warranty covering select components for eight years or 100,000 miles, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making it a strong choice for long-term ownership."
most_topics,40,2,"And Model Plug-in Hybrid includes ToyotaCare, which provides 2 years or 25,000 miles of scheduled maintenance, whichever comes first, and 2-year unlimited mileage of 24-hour roadside assistance. This strong value is further enhanced by an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making this electrified SUV a strong choice for long-term ownership."
most_topics,40,3,"And every Model includes ToyotaCare, which provides two years or 25,000 miles of scheduled maintenance, whichever comes first, and two-year unlimited mileage of 24-hour roadside assistance. The strength of Model 's value is further enhanced in its hybrid grades, which come with an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making them strong choices for long-term ownership."
most_topics,41,1,"About a month ago, Brand showed the Jazz Hybrid in Paris, but today in Los Angeles, all the talk was about Brand 's Model EV. The two cars are similar in appearance and focus, but there are differences beneath the skin. The Model EV, for starters, is all-electric."
most_topics,41,2,"But your safety is our priority, so Model EV has standard Chevy Safety Assist, a suite of advanced safety technologies and driver assistance features, including automatic emergency braking. Plus, we're offering adaptive cruise control for the first time on Model EV. Even ownership is made easy with an 8-year, 100,000-mile limited warranty for your battery, and there's also less maintenance."
most_topics,41,3,"Building on the experience gained from both the Model and the Model EV, Brand is committed to once again raising the bar by bringing an affordable, long-range, all-electric vehicle to market. And we'd like to show you what it might look like right now. Ladies and gentlemen, introducing the Brand Model EV Concept."
most_topics,42,1,The Brand -AMG Model is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement. My name is Nick and I'm here to meet Brian to see the all-new Brand AMG Model. Hey Nick.
most_topics,42,2,"So you can switch between different display styles and also adjust AMG-specific display settings. When it comes to the steering wheel, we have our AMG-specific steering wheel buttons where you can also make some driving settings. So, for example, you can switch the different driving features with our AMG Dynamics Select or the AMG Dynamics."
most_topics,42,3,The AMG of AMGs.
most_topics,43,1,"There is simply nothing more comfortable than road tripping in a Brand S-Class sedan. Aside from the immediate driving comfort you feel in the new Brand S-Class, there's groundbreaking innovations hidden inside the car. Check this out."
most_topics,43,2,"Why is that so? Why is the Brand S-Class so special to you? For us at Brand, the Brand S-Class is hugely important."
most_topics,43,3,"Absolutely. First of all, the Brand S-Class. We have the all-new Brand S-Class here, and the Brand S-Class is the first model that comes to mind as a consumer when we speak of the brand of Brand."
most_topics,44,1,What's up? Hi Frank. How's the final test drive going?
most_topics,44,2,"And finally, we should talk about how these companies take care of you when you're ready to buy and want your owner of their vehicles. Right, so let's first talk test drive. Now, Gian, when you decide to test drive the 2020 Brand Model, you can actually get a participating local Brand dealership to bring that car to your home or place of work at a time that's convenient for you."
most_topics,44,3,Test drive both and pick which one works best for you. So there you have it. Go ahead and test drive it.
most_topics,45,1,"Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. Rear wheel steering turns the rear wheels up to 5 degrees, giving the long wheelbase Model a turning radius similar to a much smaller Model. The Model introduces a revolutionary active suspension system that has to be felt to be believed."
most_topics,45,2,The available dynamic all-wheel steering system connects the driver to the road like never before. Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. The rear wheel steering turns the rear wheels up to 5 degrees.
most_topics,45,3,"So tell me about the rear wheel steering. How is this benefiting me around these curves? Yeah, so around these turns, the rear axle steering helps you get just a little bit more responsive turn in for the car."
most_topics,46,1,"Ladies and gentlemen, please welcome group vice president and general manager Brand division Jack Hollis. Well, good afternoon, everybody. How you doing?"
most_topics,46,2,"Ladies and gentlemen, the Senior Vice President and General Manager of the Brand Division, Mr. Mike Accovetti. Good morning. Hi, everyone."
most_topics,46,3,"Ladies and gentlemen, please welcome Group Vice President, General Manager, Brand Division, Jeff Bracken. Well, good morning everyone, and welcome to Brand. It's great to start the new year right here in the Motor City."
most_topics,47,1,"Let's find out. Model 5 has what you would call the keys to your future. The Brand Digital Key transforms your smartphone into a key fob, or you can use this handy key card."
most_topics,47,2,"And with the available Brand Digital Key 2 Touch, you can unlock your door and start your motor all from your smartphone, no key fob required. Now this works with compatible iPhones and compatible Apple watches as well as with compatible Android devices. You can even share a copy of your Digital Key to another driver's compatible smartphone."
most_topics,47,3,"You push this button on the key fob, it can pull directly in and reverse out of a parking spot, perfect for tight places. Brand Digital Key, allowing you to transform your smartphone into a key fob or you can use this digital key card, place it next to the door to unlock, use it to start up the vehicle, and you can even share your digital key with a friend or a family member to their Android smartphone device."
most_topics,48,1,"Yep, so that is standard as well for model year 24. On the right hand side, you can control the different drive modes from comfort, sport, to sport plus, and our favorite, race mode. My favorite mode for sure."
most_topics,48,2,That's sport mode. That is expressive mode. Inspiring.
most_topics,48,3,"Yes, that's why I said that in sport, you need to be able to drive in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode And I think it was about two or three years ago when we were young, we didn't have a lot of fun, it was very clear."
most_topics,49,1,"In fact, four years ago, we announced the Brand Environmental Challenge 2050, whereby, before the year 2050, Brand will reduce global average CO2 emissions from new vehicles by 90% from our 2010 levels. To do this, we plan to increase our hybrid sales mix from about 9% last year to more than 25% in 2025."
most_topics,49,2,"And we start now, even if it means taking small steps. Brand Corporation has set a goal to become a global sustainability leading company by 2030, committing ourselves to a sustainable future for the people and the environment. Furthermore, we plan to achieve carbon neutrality by 2045 with three key pillars: sustainable mobility, sustainable planet, and sustainable energy."
most_topics,49,3,"Our collective future and the future of the planet depend on aggressively fighting global climate change. To meet Paris Climate Model emissions targets and slow-rising global temperatures, the US has pledged to slash its CO2 production in the next decade by at least 57%. Electrifying vehicles is the only way to achieve this."
most_topics,50,1,"So please come join us. And thank you all for coming. Ladies and gentlemen, before you come up to take a closer look at the all-new Model, please give the photographers and our guests an opportunity to take their photos."
most_topics,50,2,"I wish you to enjoy the rest of the show. And as we close, I would like to invite Brand International executive vice president, but also the future president of Brand International, Mr Yoshihiro Sawa, to join me on stage for a photo opportunity. So I wish you a great day and see you at the show."
most_topics,50,3,"For now, I'd like to invite Shiro back to the stage for some photographs and also invite you to come and take a closer look at the Brand Model. Thank you. Ladies and gentlemen, please join us on stage for a closer look."
most_topics,51,1,All right. So let's talk about the wheels real quick. So these are our 20-inch multi-spoke wheels.
most_topics,51,2,"I know these look a little bit different than the ones I've seen on the Model. So the Model has wheels from 19-inch up to 21-inch. These are our 19-inch AMG line wheels, and as you can see around them, they have this black accent that provides a little bit more wheel surface that helps make the wheel more aerodynamic."
most_topics,51,3,"And opening for large wheels, which go from 17-inch all the way to 20-inch size. So now in the C-segment, Brand will also have 20-inch size available. We have kept the overall length about the same, but we have dramatically reduced the front overhang by approximately three inches."
most_topics,52,1,"So as I'm going around these corners, I can feel that the suspension in this car is absolutely phenomenal. Tell me more about it. Yeah, so this has AMG ride control plus suspension, which is the most sophisticated version of actually an AMG suspension right now."
most_topics,52,2,"New features include the electric steering and three-chamber air suspension with 70% enlarged air spring volume, which delivers significantly enhanced road comfort, but with three spring settings to allow the high level of performance promised by Brand. What we can see here is the front axle of the new Model. One special highlight of the axle is the completely redeveloped three-chamber air suspension."
most_topics,52,3,"Another special standard feature on the new Model GTS is Brand Active Suspension Management, PASM, combined with steel spring suspension. The benefits are lighter weight and a perfect road setup, whatever the road conditions. The optional air suspension can also be augmented with Brand Dynamic Chassis Control, PDCC."
most_topics,53,1,Our Pro-4X edition took home the off-road pickup truck of Texas honors and the best powertrain went to the Titan XD's Cummins turbo diesel engine and then we were ultimately humbled by winning the grand prize which all OEMs compete for. We actually walked away with the trophy for the truck of Texas. So please come up give that truck some love.
most_topics,53,2,"It felt confident and fun, yet comfortable all at the same time. I'm glad you felt that, because I feel that every single time I get behind the wheel of this vehicle. One of the things I love to point out is the design cues on the vehicle."
most_topics,53,3,"Chad, that ride was exhilarating. It felt confident and fun, yet comfortable all at the same time. I'm glad you felt that, because I feel that every single time I get behind the wheel of this vehicle."
most_topics,54,1,"This will ultimately give you, our fans, the opportunity to get up close with the first all-electric sports car from Brand. In 2015 we showed the Mission E concept, which set out Brand 's vision of a future sports car, and this Model Turbo S is the production embodiment of that study."
most_topics,54,2,"With the Mission E concept, Brand took on the challenge of taking its sports car DNA and moving it into an electric future. As with the exterior, the interior of the Model reflects our move towards the sports car of the future. When you sit in this car, you can really feel the familiarity of the driver-focused layout as you'd expect from any Brand, but with even more technology and exciting new sustainable materials."
most_topics,54,3,"Very well behaved sports car. I hesitate to call it a very well behaved plug-in sports car because it does actually feel and drive like a pure sports car, and the shape of it is a pure sports car. I mean, what a brilliant vehicle by Brand."
most_topics,55,1,"The available virtual cockpit with its 12.3-inch display renders a beautiful instrument cluster that moves at 60 frames per second thanks to the NVIDIA Quad-Core processor. Classic mode offers a crisp and clear view of the traditional speedometer and tachometer, while infotainment mode minimizes the classic gauges in favor of navigation, Model specific information and other visuals. With available driver assistance systems, the new Model raises the bar of drive technology in the premium compact segment yet again."
most_topics,55,2,"The beautifully implemented available virtual cockpit is the largest digitized instrument cluster in its class. With its 12.3 inch display, Classic Mode offers a crisp and clear view of the traditional speedometer and tachometer, while infotainment mode minimizes the classic gauges in favor of navigation and other visuals."
most_topics,55,3,"And nowhere is that more apparent than in the new cockpit with this imposing MBUX hyperscreen that runs from pillar to pillar. It consists of three individual displays that are bonded together under one solid piece of safety glass. There's the instrument cluster, the main media display, and a 12.3-inch passenger display over there."
most_topics,56,1,"And I've been driving this car for over six months now, as we've been doing our final testing. And I just want to drive it more every single day. In terms of get up and go, the Model Mach-E has it."
most_topics,56,2,"So, yeah. I mean, if you think about the future where the car is often in autopilot or full self-driving mode, then entertainment is going to become increasingly important. So you're going to want to watch movies, play games, use the internet, just little things you want to do if you're not driving."
most_topics,56,3,"I can take my foot off the accelerator and off the brake and just enjoy the bumpy ride. It's like magic. I learned to drive when I was 10 and I've been driving off-road cars all my life, so this is really exciting for me."
best_balance,-1,1,"In fact, Model is the most fuel-efficient vehicle equipped with all-wheel drive, boasting an EPA-estimated 50 miles per gallon combined while still offering the capability to trek through challenging conditions. This all-wheel drive relies on an on-demand system with an electric motor that only powers the rear wheels when needed, and it can operate at speeds up to 43 miles per hour. Let's circle back to Model Prime."
best_balance,-1,2,"Plus, there's a standard three-month SiriusXM PlatinumPlan trial subscription that includes over 165 channels available in-cabin, and even more on the SXM mobile app, making it easier than ever to enjoy not just ad-free music, but also sports, comedy, and more. Model Prime also includes trials to Brand 's line of connected services, including Safety Connect, Service Connect, Remote Connect, Wi-Fi Connect, and Drive Connect, which includes cloud navigation, destination assist, and intelligent assistant."
best_balance,-1,3,"Plus, there's a standard three-month SiriusXM trial subscription that includes over 165 channels available in-cabin, and even more on the SiriusXM mobile app, making it easier than ever to enjoy not just ad-free music, but also sports, comedy, and more. Select grades also include trials for Brand 's line of connected services, including Safety Connect, Surface Connect, Remote Connect, Wi-Fi Connect, and Drive Connect."
best_balance,0,1,"Model continues to strike the perfect balance between convenience and comfort for 2023, which can be seen in features like its available dual-zone climate control system, available heated and ventilated front seats, and heated outboard rear seats, a center console with spacious storage, AC vents for backseat occupants, and 60-40 split folding and reclining rear seats."
best_balance,0,2,"Step inside and experience its supportive front sports seats with red accents for a pop of color and the available 8-way power driver's seat with memory function, which is designed to conveniently save your seating position. A standard leather-wrapped heated steering wheel is designed to help provide warmth on chilly days. Plus, available heated and ventilated front seats and available heated outboard rear seats bring a premium touch to this modern space."
best_balance,0,3,"Inside, Model strikes a perfect balance between convenience and comfort. This can be seen in a number of features, including an available dual-zone climate control system, rear seat AC vents that are now standard for 2022, a center console with spacious storage, 60-40 split folding and reclining rear seats, as well as available heated and ventilated front seats and heated outboard rear seats."
best_balance,1,1,"Those who got in early, like us, have benefited more than others. Brand, Brand, Brand, Brand and Brand are other brands with greater sales in China than here in the US. As we do in the US, we sell regional products for China that cater to the local market dynamics."
best_balance,1,2,"We will continue to strengthen the Brand brand here, not only in sales, but development and manufacturing as well. In this way, the U.S. will be the strong hub of our global business for the Brand brand. Brand is already in China, and starting next year, we will expand Brand to some of the world's growth sectors such as the United Arab Emirates and Saudi Arabia, as well as last year and Ukraine."
best_balance,1,3,"Ladies and gentlemen, please welcome Group Vice President, General Manager, Brand Division, Jeff Bracken. Well, good morning everyone, and welcome to Brand. It's great to start the new year right here in the Motor City."
best_balance,2,1,"To that end, the latest Brand Safety Sense 3.0 Suite offers great peace of mind and confidence through features like a Pre-Collision System, Lane Departure Alert, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, and Road Sign Assist. There's also standard Blind Spot Monitor with Rear Cross-Traffic Alert, as well as an available Bird's Eye View Camera with Perimeter Scan, and available Front and Rear Parking Assist with Automated Braking."
best_balance,2,2,"Every grade comes standard with Brand Safety Sense 2.5+, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, and Road Sign Assist. On top of that, Blind Spot Monitor with Rear Cross-Traffic Alert is also standard in both grades."
best_balance,2,3,"Model brings peace of mind thanks to the standard Brand Safety Sense 3.0, a standard system of active safety and driver assistance features that includes pre-collision system with pedestrian detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist. Additionally, the standard Blind Spot Monitor with Rear Cross-Traffic Alert provides an additional layer of assistance on the road."
best_balance,3,1,"Elements like that elongated, wide, sporty front grille, that elegant swooping hood, and those stunning full LED headlights that include daytime running lights that I love. This seamlessly integrates into the main vehicle body. Now, speaking of that vehicle body, you're gonna notice aggressive curves and sleek lines that embody that sport coupe design influence."
best_balance,3,2,"The Model has many updates to its styling as well. The iconic light signature returns with matrix design LED headlights but adds a striking change with an Brand first, the single frame projection light which illuminates an all-new grille design. The new flat style Brand rings adorn the back and front of the vehicle and the Model Insignia is the first in Brand 's new badging design."
best_balance,3,3,"The 2020 GT lineup takes an athletic stance on the road, starting with the AMG-specific grille design along with new multi-beam and high-performance LED headlights, giving the car a sporty, dynamic look while ensuring optimal illumination of the road ahead. At the rear of the vehicle, there are a number of enhancements, starting with the slim LED tail lamps, an aggressive diffuser, and distinctive tailpipe trims, which depend on the model."
best_balance,4,1,"We also know the transition to EV will be swift, as more people fully realize the benefits of an EV lifestyle. Let me be clear, electric vehicles are very good. And Brand 's electric vehicles are very, very good."
best_balance,4,2,"So for that reason I'm really totally convinced that the future of mobility is electric. Electrification is reality. Brand will be an electric car brand and okay, certainly we are not the first ones, but we are dedicated to add to the success and the convincing offer of electrification."
best_balance,4,3,"But there's another reason why this is a truly exciting day for us here today, because Model is our first pure electric Brand, a true battery electric car. Now, Brand is dedicated to electric mobility. We are the electric performance brand, and here it is."
best_balance,5,1,"It produces the typical smooth and superior driving feeling that this car is known for. Let me just enjoy this, because you don't get to do this every day, right? Okay, I didn't just shut my mouth for a while because I'm lazy."
best_balance,5,2,"It produces the typical smooth and superior driving feeling that this car is known for. Let me just enjoy this, because you don't get to do this every day, right? Okay, I didn't just shut my mouth for a while because I'm lazy."
best_balance,5,3,"I'm going to show you the slizzle part of the test. And when I see this club here, I think, man, you're just like... I don't know."
best_balance,6,1,Thank you.
best_balance,6,2,Thank you.
best_balance,6,3,Thank you very much.
best_balance,7,1,"There are several ways to charge your Brand Model 's high voltage battery, giving you a variety of convenient home and public charging options. Level 2 charging from a Level 2 home or public charging station, Level 1 charging from the occasional use cable, which comes with every Brand Model vehicle, or DC charging from a DC charging station. Let's take a closer look at each of these."
best_balance,7,2,"Starting in Spring 2023, you can connect to and pay for charging at ChargePoint charging stations directly from the MyMazda app. If you choose to charge your Brand plug-in hybrid at a public charging station, it is important to know that public chargers are available for both Level 2 and Level 3 DC fast charging. However, your plug-in hybrid cannot be charged by a Level 3 DC fast charging station."
best_balance,7,3,"While many electrified vehicle owners opt to do most of their charging at home with either a Level 1 or professionally installed Level 2 charging unit, public charging stations are widely available for charging away from home, adding the peace of mind that comes with being able to replenish your battery charge whenever needed. The MyMazda app can help you locate charging stations nearby or map out available stations and their charging types for extended journeys."
best_balance,8,1,"You can pick different display modes using the left side of the steering wheel. And if you swipe up, so available with Pinnacle Trim is the Head-Up Display functions. Now our second screen, this is our 11.9-inch portrait-oriented center display."
best_balance,8,2,"There are three distinct driver display modes: Calm, Navi, and Car Centric. Of course, essential driver information is shown in all modes, just like information about battery capacity and range. And the center display touchscreen is equally updated, with customizable tiles giving you even more intuitive and smoother control of the car's functions while driving."
best_balance,8,3,"There are three distinct driver display modes: Calm, Navi, and Car Centric. Of course, essential driver information is shown in all modes, just like information about battery capacity and range. And the center display touchscreen is equally updated, with customizable tiles giving you even more intuitive and smoother control of the car's functions while driving."
best_balance,9,1,"It also packs intuitive technologies that keep everyone connected. Every Grand Model comes standard with the Brand Audio Multimedia Platform with a 12.3-inch touchscreen and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps."
best_balance,9,2,"Every grade comes with the Brand Audio Multimedia platform with either an 8-inch touchscreen on lower grades or an available 12.3-inch touchscreen on higher trims. Both versions include standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps."
best_balance,9,3,"That's complemented by the latest Brand Audio Multimedia interface, which has a standard 8-inch touchscreen or an available 12.3-inch touchscreen. In either case, the latest system includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps."
best_balance,10,1,"Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. Rear wheel steering turns the rear wheels up to 5 degrees, giving the long wheelbase Model a turning radius similar to a much smaller Model. The Model introduces a revolutionary active suspension system that has to be felt to be believed."
best_balance,10,2,"On curvy roads like these, boy, it just needs a bit of steering input to push the car through these bends. The rear axle steering perfectly complements the overall sportier tuning of the steering and the suspension. Combined, these give us perhaps the best stability and driving dynamics ever on a C-Class."
best_balance,10,3,"The rear wheel steering turns the rear wheels up to five degrees. The available adaptive damping suspension brings yet another level of driver focused innovation to the Model. Sensors on all four wheels measure the movement and the vehicle's lateral and longitudinal acceleration, which then controls damper characteristics as needed for better comfort."
best_balance,11,1,"Assisting the direct response system is a 302 horsepower, 3.5 liter V6 engine which, when paired with the vehicle's 50 kilowatt electric motor, creates a combined 360 horsepower. And speaking of numbers, we have to point out that the engine's 258 pound-feet of torque combined with the electric motor's immediate 199 pound-feet of torque should help the M hybrid deliver truly impressive acceleration."
best_balance,11,2,"No matter if you desire fuel efficiency or something more powerful, the Model offers great options engineered to make every driver happy. The standard 2.4-liter four-cylinder engine produces 185 horsepower, making it ideal for your daily commute and all driving situations. The Model Sport 2.0T and Limited 2.0T models are powered by a 2.0-liter turbocharged GDI engine that's engineered for exhilarating performance, delivering 245 horsepower and 260 pound-feet of torque."
best_balance,11,3,"Now, Model N Line steps up the performance with a 1.6-liter turbocharged four-cylinder engine that produces 201 horsepower and 195 pound-feet of torque with a seven-speed dual-clutch transmission. And finally, Model Hybrid. It's an advanced hybrid powertrain with a 1.6-liter four-cylinder engine and 32-kilowatt electric motor, combining for a 139-horsepower output."
best_balance,12,1,"The new Brand Model isn't just another car, it's a better car. And to show you how, we've invited a Brand Model owner to come and take it for a test drive to see for herself how the Model makes every mile better."
best_balance,12,2,"Now, as many of you may have figured out already, there will be no coupe variant for this new generation Model. But with our new styling direction and a sport trim with a six-speed manual for both turbocharged engines, we've injected a lot of coupe goodness that will make this all-new Model sedan a car that coupe contenders will want to take a hard look at."
best_balance,12,3,"The new Brand Model isn't just another car, it's a better car. And to show you how, we've invited a Brand Model owner to come and take it for a test drive to see for herself how the new Model makes every mile better."
best_balance,13,1,"In all Brand Model Plug-in Hybrid models, latest Brand eDrive technology increases both efficiency and electrically powered range, as well as hallmark driving pleasure. As you can see, the Model Plug-in Hybrid is not only future-oriented, but also fun."
best_balance,13,2,"And now, the new Model Hybrid, the first Brand vehicle to use our brand new, newest generation hybrid powertrain system, will become America's most fuel-efficient midsize sedan. The all-new Model Hybrid for 2010. And now back to Mark."
best_balance,13,3,"Well, talking about sportiness, one of our first very prominent plug-in hybrid vehicles was the Brand Model. So the most progressive sports car of the world was a plug-in hybrid, or is a plug-in hybrid. And a little bit of this sportiness is in each of these models as well."
best_balance,14,1,"You push this button on the key fob, it can pull directly in and reverse out of a parking spot, perfect for tight places. Brand Digital Key, allowing you to transform your smartphone into a key fob or you can use this digital key card, place it next to the door to unlock, use it to start up the vehicle, and you can even share your digital key with a friend or a family member to their Android smartphone device."
best_balance,14,2,"And with the available Brand Digital Key 2 Touch, you can unlock your door and start your motor all from your smartphone, no key fob required. Now this works with compatible iPhones and compatible Apple watches as well as with compatible Android devices. You can even share a copy of your Digital Key to another driver's compatible smartphone."
best_balance,14,3,"You can even share a copy of this digital key to another driver's compatible smartphone. And no matter what trim you choose, you're going to be getting Blue Link Plus Standard, where you can remotely access your vehicle through your compatible smartphone and do things like lock and unlock your door, remotely activate climate control, find out where you last parked and more, all at no additional monthly charge. And we've enhanced Blue Link Plus even more for 2025."
best_balance,15,1,"From its standard LED exterior lighting to the available 18 or 19-inch alloy wheels, Model stands out in every grade. That's most apparent in its off-road and sport-oriented grades, some of which are available with eye-catching two-tone exterior colors. Woodland Edition and TRD Off-Road up the ante even more with 18-inch TRD flow-formed wheels finished in bronze and matte black, respectively."
best_balance,15,2,"Both XLE and Hybrid XLE take this up a notch with 18-inch machine-finish alloy wheels, while the Bronze Edition comes equipped with grade-exclusive 18-inch bronze-finish alloy wheels. For extra stance and style, XSE features 20-inch machined-face black alloy wheels. Not to be outdone, Limited grades come equipped with 20-inch chrome-finished alloy wheels for an added layer of high-end detail."
best_balance,15,3,"The all-new Hybrid Woodland Edition arrives for 2023 adorned with raised black roof rails and crossbars, mudguards, black accent batching, and distinct 18-inch bronze-colored TRD alloy wheels. Meanwhile, gas-powered Model XLE Premium and Limited models come standard with 19-inch Superchrome alloy wheels, while Adventure sports 19-inch matte grey alloy wheels, and TRT Offroad offers its own aggressive flair through matte black alloy wheels. Hybrid SE and XSE, on the other hand, feature 18-inch multi-spoke black sport alloy wheels."
best_balance,16,1,"So ladies and gentlemen, please welcome the new Brand Model. Here it is, the new Brand Model. The new Model carries all of the brand-defining design language of Brand."
best_balance,16,2,The Brand Model.
best_balance,16,3,The all-new Brand Model.
best_balance,17,1,"If you want a large, luxurious, five-passenger battery electric sedan that's affordable, Model EV is your car. The Model Electric is powered by a 161 horsepower electric motor drawing from its 25.5 kilowatt hour battery pack. Full recharge time at 240 volts will be just over three hours."
best_balance,17,2,"The EV delivers up to 253 miles of an all-electric range and charges from 10 to 80% in under 45 minutes. The Hybrid gets a best-in-class 53 combined miles per gallon and almost 600 miles of range. And the plug-in Hybrid delivers over 30 miles of pure electric range, 25% improvement over the outgoing model."
best_balance,17,3,"If you want a large, luxurious five-passenger battery electric sedan that's affordable, Model EV is your car. The Model Electric is powered by a 161-horsepower electric motor drawing from its 25.5 kilowatt-hour battery pack. Full recharge time at 240 volts will be just over three hours."
best_balance,18,1,"For convenient and easy access to both front and rear, the Model doors are designed to open outward with no obstructions to the passenger compartment. To open the rear door, pull the handle here. Always close the rear door first."
best_balance,18,2,"Using the key fob, press this button for approximately one second. The hood is unlocked and slightly raised. To open the hood from inside, press the button in the driver's footwell."
best_balance,18,3,"Once at the hood, reach in and press the tab to release the locking mechanism and open the hood. The tailgate on the Model can be opened from both inside and outside the vehicle. To open the tailgate from inside, press the button in the driver's footwell."
best_balance,19,1,"Of course, compared to ultra-rapid and fast DC chargers, charging times at AC chargers are slower, around nine hours, to charge for a 400 volt AC industrial three-phase socket with 16 amp of current and 11 kilowatt of power output. The Brand destination charger is also similar to what Model owners may install at home to charge their car."
best_balance,19,2,"The Brand Model features the first charging system to switch seamlessly from 400 volt to 800 volt charging. That means in less than five minutes at an ultra-fast charger, you'll add nearly 70 miles of range. That's super-fast charging, saving you time and keeping you on the move."
best_balance,19,3,"With a Level 2 charger, your Brand Model electric vehicle will charge to 80% in approximately 2 hours and 50 minutes, and your Brand plug-in hybrid will charge to 100% in approximately two and a half hours. DC fast charging, sometimes referred to as Level 3, delivers direct current, or DC, to the battery to drastically reduce charging time. In fact, DC fast charging makes it possible to reach an 80% charge in your Model in approximately 36 minutes."
