title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,sentence,word_count,char_count,dataset_row,document,topic
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,20,57,59,3,"There's something very particular about BMWs, I think when you talk about BMW you know there's are going to be the kidneys and the double round headlights. It's part of our DNA, if you will. I wanted to create a new face, a new BMW face.",46,237,302,"There's something very particular about BMWs, I think when you talk about BMW you know there's are going to be the kidneys and the double round headlights. It's part of our DNA, if you will. I wanted to create a new face, a new BMW face.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,21,60,62,3,And this face is related to the heritage of BMW. So you find this face in the BMWs out of the 70s. You have this connection between kidney area and the double round headlamp.,34,174,303,And this face is related to the heritage of BMW. So you find this face in the BMWs out of the 70s. You have this connection between kidney area and the double round headlamp.,0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,22,63,65,3,"We wanted to bring the kidneys in a more three dimensional where you can really see the chrome, the frame around it. It's a very substantial piece. It's an iconic piece for BMW and we want to treat it with as much respect as possible.",45,234,304,"We wanted to bring the kidneys in a more three dimensional where you can really see the chrome, the frame around it. It's a very substantial piece. It's an iconic piece for BMW and we want to treat it with as much respect as possible.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,23,66,68,3,"So the really new theme for this interior is actually the layering theme, which means that you have surfaces floating on top of each other. You can emphasize instruments, you can emphasize a freestanding monitor. And all over it looks very light in the car.",45,257,305,"So the really new theme for this interior is actually the layering theme, which means that you have surfaces floating on top of each other. You can emphasize instruments, you can emphasize a freestanding monitor. And all over it looks very light in the car.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,24,69,71,3,"And we have a double sticker line in this car that's for the first time. You have one sticker running from the front into the rear door, and then the other, the main sticker, which is lower, and this creates a lot of shadow towards the end of the car. Another new story to the 3 Series is that we have three different lines.",64,324,306,"And we have a double sticker line in this car that's for the first time. You have one sticker running from the front into the rear door, and then the other, the main sticker, which is lower, and this creates a lot of shadow towards the end of the car. Another new story to the 3 Series is that we have three different lines.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,25,72,74,3,"The three lines are adding three characters to the 3 Series for the first time. You have the model line, you have the sports line, and you have the luxury line. For each line we had a picture in mind somehow and every customer can find the car fitting the best to him.",53,268,307,"The three lines are adding three characters to the 3 Series for the first time. You have the model line, you have the sports line, and you have the luxury line. For each line we had a picture in mind somehow and every customer can find the car fitting the best to him.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,26,75,75,1,"The sketch, that is a 2D thing, you just see one perspective and in my head I can turn the car.",21,95,308,"The sketch, that is a 2D thing, you just see one perspective and in my head I can turn the car.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,27,76,77,2,"I see it already three dimensional and then we try to bring the sketch, the feeling of the sketch, the emotion of the sketch into a 3D model and we are also doing it on clay and that is important, that we switch between clay and the computer to bring a feeling and love and you just can do it with your hands. As a designer, you're never finished and people have to pull you away from the project.",79,397,309,"I see it already three dimensional and then we try to bring the sketch, the feeling of the sketch, the emotion of the sketch into a 3D model and we are also doing it on clay and that is important, that we switch between clay and the computer to bring a feeling and love and you just can do it with your hands. As a designer, you're never finished and people have to pull you away from the project.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,28,78,79,2,"If you're at BMW, I think the 3 Series is kind of the brand icon and to design the car is a dream and if you could realize your dream, it's the best thing you could do in life, I think. The car solely drove at the 1940 Mille Miglia and was participating as the second big sensation next to the Touring Coupe, unexpected and exceptional.",66,336,310,"If you're at BMW, I think the 3 Series is kind of the brand icon and to design the car is a dream and if you could realize your dream, it's the best thing you could do in life, I think. The car solely drove at the 1940 Mille Miglia and was participating as the second big sensation next to the Touring Coupe, unexpected and exceptional.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,29,80,82,3,"In the 1950s it served as company car of Ernst Löf before its track got lost. A racing sports car that has made history. The BMW 328 Cam Coupe, extravagant, innovation on its highest level, and a car that has gone missing.",43,222,311,"In the 1950s it served as company car of Ernst Löf before its track got lost. A racing sports car that has made history. The BMW 328 Cam Coupe, extravagant, innovation on its highest level, and a car that has gone missing.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,30,83,85,3,"This car never appeared again, there haven't even been rumors that it still exists. So we had the idea to rebuild this car. And he did it.",27,138,312,"This car never appeared again, there haven't even been rumors that it still exists. So we had the idea to rebuild this car. And he did it.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,31,86,88,3,Restorer Rene Grosser. Together with his team of experts they rebuilt the BMW 328 Cam Coupe in complex and detailed handwork. A masterpiece to rebuild a car from which nothing remains but a few pictures.,35,203,313,Restorer Rene Grosser. Together with his team of experts they rebuilt the BMW 328 Cam Coupe in complex and detailed handwork. A masterpiece to rebuild a car from which nothing remains but a few pictures.,0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,32,89,91,3,"There are no drawings, no constructional notes of this model. a few archive pictures. So we used these pictures to take reference measurements.",23,143,314,"There are no drawings, no constructional notes of this model. a few archive pictures. So we used these pictures to take reference measurements.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,33,92,94,3,"Then we summed them up to the according prefabricated parts, which we need to rebuild this car. Individual production is not easy to realize with today's novel production procedures. We can't cut the car in 3D, we need to craft everything by hand.",43,247,315,"Then we summed them up to the according prefabricated parts, which we need to rebuild this car. Individual production is not easy to realize with today's novel production procedures. We can't cut the car in 3D, we need to craft everything by hand.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,34,95,97,3,"For example, this aluminum grill The steel tube frame is probably, like in the past, formed with a tube bending machine and then welded. Tailor-made vehicle construction. With precision and love for details, the BMW 328 cam coupé takes shape.",40,242,316,"For example, this aluminum grill The steel tube frame is probably, like in the past, formed with a tube bending machine and then welded. Tailor-made vehicle construction. With precision and love for details, the BMW 328 cam coupé takes shape.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,35,98,100,3,"The return to old construction methods is a one-of-a-kind experience for the car fabricators of BMW. When the car was silver, back then they worked with fish silver. Fish silver is powdered fish scales since this is an organic material.",41,236,317,"The return to old construction methods is a one-of-a-kind experience for the car fabricators of BMW. When the car was silver, back then they worked with fish silver. Fish silver is powdered fish scales since this is an organic material.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,36,101,103,3,"It wasn't really long lasting today We use modern paints And Then finally the maiden trip starts 70 years after winning the Mille Miglia and 57 years after the disappearance of the car a moment René Grosset and his team have long awaited The first impression was phenomenal. We had goosebumps during the first ride The car showed no signs of weakness and ran well. The race car is named after Voonibald Kamm, the expert for aerodynamics in the 1930s.",80,450,318,"It wasn't really long lasting today We use modern paints And Then finally the maiden trip starts 70 years after winning the Mille Miglia and 57 years after the disappearance of the car a moment René Grosset and his team have long awaited The first impression was phenomenal. We had goosebumps during the first ride The car showed no signs of weakness and ran well. The race car is named after Voonibald Kamm, the expert for aerodynamics in the 1930s.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,37,104,106,3,"His heritage is noticeable even during the first test drive. The BMW 328 Cam Coupe reached speeds up to 230 kilometers per hour. Actually, the cars were built to be fast racing cars.",33,182,319,"His heritage is noticeable even during the first test drive. The BMW 328 Cam Coupe reached speeds up to 230 kilometers per hour. Actually, the cars were built to be fast racing cars.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,38,107,109,3,"The aerodynamic form survived and even plays a big role until today, because the more aerodynamic it is, the less it consumes. It is an important coefficient in the efficiency calculation. From the garage to the world premiere.",38,227,320,"The aerodynamic form survived and even plays a big role until today, because the more aerodynamic it is, the less it consumes. It is an important coefficient in the efficiency calculation. From the garage to the world premiere.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,39,110,112,3,"At the Concoso Deleganza at Lake Como in April 2010, the BMW 328 Cam Coupe was presented to the public for the first time. And then a dream comes true. At the Mille Miglia 2010, 70 years later, the BMW 328 Camcoupe participates again at this legendary race.",48,257,321,"At the Concoso Deleganza at Lake Como in April 2010, the BMW 328 Cam Coupe was presented to the public for the first time. And then a dream comes true. At the Mille Miglia 2010, 70 years later, the BMW 328 Camcoupe participates again at this legendary race.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,40,113,115,3,For a second time it wins the 1000 mile race across Italy. The gap is closed. The legend of the BMW 328 Camcoupe.,23,113,322,For a second time it wins the 1000 mile race across Italy. The gap is closed. The legend of the BMW 328 Camcoupe.,0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,41,116,118,3,"Coherent lightweight construction, aerodynamic design, outstanding technology. The BMW 328 Homage celebrates the 75th birthday of one of the dream sports cars of the 1930s. Like its ancestor, it embodies the same principles with a contemporary approach – lightweight construction.",39,280,323,"Coherent lightweight construction, aerodynamic design, outstanding technology. The BMW 328 Homage celebrates the 75th birthday of one of the dream sports cars of the 1930s. Like its ancestor, it embodies the same principles with a contemporary approach – lightweight construction.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,42,119,121,3,"In contrast to aluminum and magnesium used in the old days, the car is now made of carbon fiber reinforced plastic. It also has no doors. Deep recesses allow access to the car.",33,176,324,"In contrast to aluminum and magnesium used in the old days, the car is now made of carbon fiber reinforced plastic. It also has no doors. Deep recesses allow access to the car.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,43,122,124,3,"front shape. The 328 Homage incorporates the same extremely round design of the original kidney grille, motor racing design. Four wide leather straps run across the front, and round headlamps are reminiscent of the original lights.",36,231,325,"front shape. The 328 Homage incorporates the same extremely round design of the original kidney grille, motor racing design. Four wide leather straps run across the front, and round headlamps are reminiscent of the original lights.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,44,125,127,3,"Remarkable in side view, the integrated tank filler neck, and two part light alloy wheels, plain racing panel. Typical of a sports car, the instrument cluster is very limited. Instead, two iPhones located in special hold holders display functions such as lap times and GPS for driver and co-driver, tools for modern drivers who will still have the same fun just like 75 years ago.",65,380,326,"Remarkable in side view, the integrated tank filler neck, and two part light alloy wheels, plain racing panel. Typical of a sports car, the instrument cluster is very limited. Instead, two iPhones located in special hold holders display functions such as lap times and GPS for driver and co-driver, tools for modern drivers who will still have the same fun just like 75 years ago.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,45,128,130,3,"The 3 Series Gran Turismo features an eye-catching retractable active rear spoiler, the first ever for a BMW. This advanced feature gives a sporty appearance and reduces lift on the rear axle by more than 35%. It automatically extends at roughly 65 miles per hour and will retract if the speed drops below approximately 40 miles per hour.",58,338,327,"The 3 Series Gran Turismo features an eye-catching retractable active rear spoiler, the first ever for a BMW. This advanced feature gives a sporty appearance and reduces lift on the rear axle by more than 35%. It automatically extends at roughly 65 miles per hour and will retract if the speed drops below approximately 40 miles per hour.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,46,131,133,3,"The active rear spoiler can be manually overridden by the driver. The controls are located here on the driver side door panel. To extend the active rear spoiler, simply press this button once and the spoiler will fully extend.",39,226,328,"The active rear spoiler can be manually overridden by the driver. The controls are located here on the driver side door panel. To extend the active rear spoiler, simply press this button once and the spoiler will fully extend.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,47,134,136,3,"However, to retract the active rear spoiler, you must press this button and continue holding it until the light goes out, signaling that the spoiler has fully retracted. If you manually extend the rear spoiler, please take care to return it to the down position before entering a car wash to avoid possible damage. The 3 Series Gran Turismo's cargo cover can be conveniently stored in the floor compartment of the trunk thanks to its expanded cargo area.",78,454,329,"However, to retract the active rear spoiler, you must press this button and continue holding it until the light goes out, signaling that the spoiler has fully retracted. If you manually extend the rear spoiler, please take care to return it to the down position before entering a car wash to avoid possible damage. The 3 Series Gran Turismo's cargo cover can be conveniently stored in the floor compartment of the trunk thanks to its expanded cargo area.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,48,137,139,3,"To do this, first you must remove the cover behind the rear seats. Place your hands in the recessed grips on the bottom of the cover and push upwards until the cover comes free. Next, open the floor compartment by pulling upward on the handle.",45,243,330,"To do this, first you must remove the cover behind the rear seats. Place your hands in the recessed grips on the bottom of the cover and push upwards until the cover comes free. Next, open the floor compartment by pulling upward on the handle.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,49,140,142,3,"The cargo cover can then be placed inside like this. Next, remove the cover attached to the tailgate. Place your hands around the lower edge of the cover and pull to unclip.",32,173,331,"The cargo cover can then be placed inside like this. Next, remove the cover attached to the tailgate. Place your hands around the lower edge of the cover and pull to unclip.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,50,143,145,3,"Then push it upwards to disengage and place the cover under the floor compartment. As a last step, simply close the compartment. To put the cargo cover back in place, simply slide the edge of the interior cover over these two retaining pins and then fold it downwards until it engages.",51,285,332,"Then push it upwards to disengage and place the cover under the floor compartment. As a last step, simply close the compartment. To put the cargo cover back in place, simply slide the edge of the interior cover over these two retaining pins and then fold it downwards until it engages.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,51,146,148,3,Then slide the edge of the tailgate cover into position and pull it downwards to engage. finally push the cover upwards until it is clipped in position. The rear seat backrests of the 3 Series Gran Turismo can be adjusted forward to boost cargo capacity or backwards to increase passenger comfort.,51,297,333,Then slide the edge of the tailgate cover into position and pull it downwards to engage. finally push the cover upwards until it is clipped in position. The rear seat backrests of the 3 Series Gran Turismo can be adjusted forward to boost cargo capacity or backwards to increase passenger comfort.,0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,52,149,151,3,"All told, they offer 15 preset adjustment positions and can recline up to a 19 degree angle. To move the rear backrests, pull up on this handle and then adjust the backrest to the desired angle. When satisfied, release the handle and make sure the backrest locks in place.",49,272,334,"All told, they offer 15 preset adjustment positions and can recline up to a 19 degree angle. To move the rear backrests, pull up on this handle and then adjust the backrest to the desired angle. When satisfied, release the handle and make sure the backrest locks in place.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,53,152,154,3,"The rear seats also offer a cargo function to boost convenience even more. Before using this feature, first make sure the rear seats are free of obstructions and passengers. Next, pull this handle and the backrest will move into its most vertical position.",43,256,335,"The rear seats also offer a cargo function to boost convenience even more. Before using this feature, first make sure the rear seats are free of obstructions and passengers. Next, pull this handle and the backrest will move into its most vertical position.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,54,155,157,3,"With this loading position, trunk space is maximized while still allowing for rear seat passengers. The 3 Series Gran Turismo's rear seats can also be folded flat, either separately or together, thanks to their 40-20-40 design. This can be accomplished either using the adjustment handles on the rear seats or via these handles in the cargo compartment.",58,353,336,"With this loading position, trunk space is maximized while still allowing for rear seat passengers. The 3 Series Gran Turismo's rear seats can also be folded flat, either separately or together, thanks to their 40-20-40 design. This can be accomplished either using the adjustment handles on the rear seats or via these handles in the cargo compartment.",0
BMW BMW 3 - The historical BMW vehicles (720p_24fps_H264-128kbit_AAC),13,55,158,159,2,"Simply pull up on the lever and then allow the backrests to fold completely forward. When returning the rear seats to their initial position, be careful that the closing path is clear to avoid pinching and then manually raise the backrests into position, making sure they lock in place.",49,286,337,"Simply pull up on the lever and then allow the backrests to fold completely forward. When returning the rear seats to their initial position, be careful that the closing path is clear to avoid pinching and then manually raise the backrests into position, making sure they lock in place.",0
BMW BMW ActiveHybrid 5 and ActiveHybrid 3 (720p_24fps_H264-128kbit_AAC),14,1,1,3,3,"As part of BMW's Efficient Dynamics Initiative, BMW has made significant inroads in the development of high-performance hybrids. In 2012, BMW debuted the Active Hybrid 5 and Active Hybrid 3, both of which pair a twin-power turbo inline six-cylinder engine with a small electric motor. Like the Active Hybrid 7, the electric motor can generate additional horsepower and torque to supplement the combustion engine under acceleration.",66,431,338,"As part of BMW's Efficient Dynamics Initiative, BMW has made significant inroads in the development of high-performance hybrids. In 2012, BMW debuted the Active Hybrid 5 and Active Hybrid 3, both of which pair a twin-power turbo inline six-cylinder engine with a small electric motor. Like the Active Hybrid 7, the electric motor can generate additional horsepower and torque to supplement the combustion engine under acceleration.",0
BMW BMW ActiveHybrid 5 and ActiveHybrid 3 (720p_24fps_H264-128kbit_AAC),14,2,4,5,2,"But unlike the Active Hybrid 7, the Active Hybrid 5 and 3 are considered full hybrids and can be driven purely in electric mode at speeds up to 37 miles per hour, with a range of 2.5 miles and an average speed of 22 miles per hour. Both the Active Hybrid 3 and 5 benefit from an increase in fuel economy of about 15% percent compared to their non-hybrid counterparts.",71,367,339,"But unlike the Active Hybrid 7, the Active Hybrid 5 and 3 are considered full hybrids and can be driven purely in electric mode at speeds up to 37 miles per hour, with a range of 2.5 miles and an average speed of 22 miles per hour. Both the Active Hybrid 3 and 5 benefit from an increase in fuel economy of about 15% percent compared to their non-hybrid counterparts.",0
BMW BMW ActiveHybrid 7 (720p_24fps_H264-128kbit_AAC),15,1,1,3,3,"As part of BMW's Efficient Dynamics Initiative, BMW has made significant inroads in the development of high-performance hybrids. In 2011, BMW unveiled the Active Hybrid 7, which features a twin-power turbo V8 engine that works in conjunction with a small electric motor. Under acceleration, this electric motor generates additional horsepower and torque to supplement the combustion engine, but does so without burning more fuel.",64,429,340,"As part of BMW's Efficient Dynamics Initiative, BMW has made significant inroads in the development of high-performance hybrids. In 2011, BMW unveiled the Active Hybrid 7, which features a twin-power turbo V8 engine that works in conjunction with a small electric motor. Under acceleration, this electric motor generates additional horsepower and torque to supplement the combustion engine, but does so without burning more fuel.",0
BMW BMW ActiveHybrid 7 (720p_24fps_H264-128kbit_AAC),15,2,4,5,2,The active hybrid 7 is considered a mild hybrid because it cannot be driven exclusively on electric power. But these improvements result in a faster 0 to 60 time than the 750 Li and an 18% boost in fuel economy.,40,211,341,The active hybrid 7 is considered a mild hybrid because it cannot be driven exclusively on electric power. But these improvements result in a faster 0 to 60 time than the 750 Li and an 18% boost in fuel economy.,0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,1,1,3,3,"Hi everyone, welcome to Munich! We are right now here at the BMW Group Design Studio, where some of the best automobile innovations were born. And I'm so excited to be here, because BMW has some great news for you, including the launch of the new BMW Concept i4.",49,262,342,"Hi everyone, welcome to Munich! We are right now here at the BMW Group Design Studio, where some of the best automobile innovations were born. And I'm so excited to be here, because BMW has some great news for you, including the launch of the new BMW Concept i4.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,2,4,6,3,"And I'm lucky to be here to meet the creative masterminds who designed the Concept, so let's see how it starts! Anne, hi! Hi!",24,125,343,"And I'm lucky to be here to meet the creative masterminds who designed the Concept, so let's see how it starts! Anne, hi! Hi!",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,3,7,9,3,"Nice to see you! Yeah, nice to meet you! charge of the exterior design right can you tell us a little bit more what do you keep in mind when designing electric cars?",33,165,344,"Nice to see you! Yeah, nice to meet you! charge of the exterior design right can you tell us a little bit more what do you keep in mind when designing electric cars?",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,4,10,10,1,We keep in mind our strong heritage and also we are focusing on our icons but we are always bringing them into the future and develop them further.,28,147,345,We keep in mind our strong heritage and also we are focusing on our icons but we are always bringing them into the future and develop them further.,0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,5,11,11,1,For this car it was also important to have aerodynamic features and you can see here in this area we have this big diffuser which makes the car very sporty and also very wide and it's lightened up with a blue color the blue color from the i brand which you can also find on the side elements and in the front thank you very much that's great and talking about colors and materials let's feel some so anyhow can you tell me what do you have here sure this is the collection of materials we use for a car.,100,503,346,For this car it was also important to have aerodynamic features and you can see here in this area we have this big diffuser which makes the car very sporty and also very wide and it's lightened up with a blue color the blue color from the i brand which you can also find on the side elements and in the front thank you very much that's great and talking about colors and materials let's feel some so anyhow can you tell me what do you have here sure this is the collection of materials we use for a car.,0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,6,12,14,3,So for example we wanted to create a super modern but warm exterior lacquer so we developed this frozen light copper. Very nice. And the design of the interior is very minimalistic so we wanted to use some light materials.,40,222,347,So for example we wanted to create a super modern but warm exterior lacquer so we developed this frozen light copper. Very nice. And the design of the interior is very minimalistic so we wanted to use some light materials.,0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,7,15,17,3,"This for example is the microfiber we used for the seat with this graphical pattern and we combined it with some natural leather with this olive tanned. Thank you Svenja. And And talking about interior, let's have a quick sneak peek from Chris.",43,244,348,"This for example is the microfiber we used for the seat with this graphical pattern and we combined it with some natural leather with this olive tanned. Thank you Svenja. And And talking about interior, let's have a quick sneak peek from Chris.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,8,18,20,3,"Hi, Chris. Hi. Can you tell me a little bit about it?",12,53,349,"Hi, Chris. Hi. Can you tell me a little bit about it?",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,9,21,23,3,"Yeah, of course. So at BMW, our motto is sheer driving pleasure, and we really put the focus on the driving experience. So for this interior, we really wanted to get rid of all the distractions and really keep it very minimum to the core.",45,238,350,"Yeah, of course. So at BMW, our motto is sheer driving pleasure, and we really put the focus on the driving experience. So for this interior, we really wanted to get rid of all the distractions and really keep it very minimum to the core.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,10,24,26,3,"And we wanted to also bring in this luxury aspect, as you can see in this very nice, warm golden accents. And this is all the areas where you would interact with. and we were also able to reduce all the switches and buttons from the dashboard and we were able to do this with our new brand new curved display.",61,309,351,"And we wanted to also bring in this luxury aspect, as you can see in this very nice, warm golden accents. And this is all the areas where you would interact with. and we were also able to reduce all the switches and buttons from the dashboard and we were able to do this with our new brand new curved display.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,11,27,29,3,"Great, thanks very much. An interface sounds interesting. Olivier, I think you know a little bit about it?",18,106,352,"Great, thanks very much. An interface sounds interesting. Olivier, I think you know a little bit about it?",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,12,30,32,3,"Yes, a little bit. Can you tell me something? Sure, yes.",11,56,353,"Yes, a little bit. Can you tell me something? Sure, yes.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,13,33,35,3,"Yes, we presented with the BMW i4 Concept for the first time, the integration of a curved display with a completely new user interface design based on different experience modes. For example, the core experience mode is, for me, the best balance between elegance and sportiness. But it's also a great harmony between the digital content and the whole interior of the car.",63,371,354,"Yes, we presented with the BMW i4 Concept for the first time, the integration of a curved display with a completely new user interface design based on different experience modes. For example, the core experience mode is, for me, the best balance between elegance and sportiness. But it's also a great harmony between the digital content and the whole interior of the car.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,14,36,38,3,"The user interface goes beyond the limit of the screen, so light and sound are also part of the global user experience we propose inside the car. Okay Olivier, and what does it look like when all of this comes to life? Let's see.",44,229,355,"The user interface goes beyond the limit of the screen, so light and sound are also part of the global user experience we propose inside the car. Okay Olivier, and what does it look like when all of this comes to life? Let's see.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,15,39,41,3,"Good morning and welcome to the BMW Group. This is the time of the year we usually meet in Geneva and it is unfortunate that this year we are unable to do so. However, safety is always our highest priority and we fully understand and respect the decision taken by the Federal Council of Switzerland.",55,299,356,"Good morning and welcome to the BMW Group. This is the time of the year we usually meet in Geneva and it is unfortunate that this year we are unable to do so. However, safety is always our highest priority and we fully understand and respect the decision taken by the Federal Council of Switzerland.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,16,42,44,3,"We would like to express our utmost empathy to all those directly and indirectly affected across the world. And in these truly challenging times, we all hope that the virus will soon be contained and we can all return to our everyday lives. Even though we couldn't meet in Geneva, we felt that it was important to give everyone an update on what's new at the BMW Group.",68,369,357,"We would like to express our utmost empathy to all those directly and indirectly affected across the world. And in these truly challenging times, we all hope that the virus will soon be contained and we can all return to our everyday lives. Even though we couldn't meet in Geneva, we felt that it was important to give everyone an update on what's new at the BMW Group.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,17,45,47,3,"And also to pay tribute to the many people who have worked tirelessly and our new products and their presentation. And that is why we are here at the very heart of BMW Group Design for the world premiere of a very special concept car. At the BMW Group, we believe in the power of choice and electromobility is an important part of that.",64,336,358,"And also to pay tribute to the many people who have worked tirelessly and our new products and their presentation. And that is why we are here at the very heart of BMW Group Design for the world premiere of a very special concept car. At the BMW Group, we believe in the power of choice and electromobility is an important part of that.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,18,48,50,3,"And that is why we are launching many new electrified vehicles over the next few years. The brand-new MINI Electric is already in high demand with more than 120,000 wretchedest interests and close to 7,000 order intakes. This proves it is the perfect car for urban areas.",49,271,359,"And that is why we are launching many new electrified vehicles over the next few years. The brand-new MINI Electric is already in high demand with more than 120,000 wretchedest interests and close to 7,000 order intakes. This proves it is the perfect car for urban areas.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,19,51,53,3,"This year, we'll be also launching the all-electric BMW iX3, our first pure electric sports activity vehicle, and the trailblazer for our all-new fifth-generation BMW eDrive technology. We will also be launching further plug-in hybrids during the course of 2020. For example, the new BMW X1 plug-in hybrid and the BMW X2 and the electrified BMW 3 Series Touring will be attractive additions to our wide range.",67,409,360,"This year, we'll be also launching the all-electric BMW iX3, our first pure electric sports activity vehicle, and the trailblazer for our all-new fifth-generation BMW eDrive technology. We will also be launching further plug-in hybrids during the course of 2020. For example, the new BMW X1 plug-in hybrid and the BMW X2 and the electrified BMW 3 Series Touring will be attractive additions to our wide range.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,20,54,56,3,"Already today, we have over half a million BMW Group electrified vehicles on the road and we intend to double this number by the end of next year. And more fully electric vehicles will be coming next year. The BMW iNEXT and the BMW i4.",45,235,361,"Already today, we have over half a million BMW Group electrified vehicles on the road and we intend to double this number by the end of next year. And more fully electric vehicles will be coming next year. The BMW iNEXT and the BMW i4.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,21,57,59,3,"Today, we want to give you a glimpse of the BMW i4. Ladies and gentlemen, the Concept i4. this four-door BMW Grand Coupe is fully electric and just as fascinating as fast as it looks.",35,183,362,"Today, we want to give you a glimpse of the BMW i4. Ladies and gentlemen, the Concept i4. this four-door BMW Grand Coupe is fully electric and just as fascinating as fast as it looks.",0
BMW BMW Concept i4 (1080p_25fps_H264-128kbit_AAC),16,22,60,61,2,"It is also suited to long distances with an electric range of up to 600 kilometers according to WLTP. Powered by our fifth generation BMW eDrive technology, it has a very slim battery with optimum energy density and moreover the development and production of the eDrive is done in-house as well as battery cell research.",55,320,363,"It is also suited to long distances with an electric range of up to 600 kilometers according to WLTP. Powered by our fifth generation BMW eDrive technology, it has a very slim battery with optimum energy density and moreover the development and production of the eDrive is done in-house as well as battery cell research.",0
