topic,rank,representative_text
24,1,"Now you know what we mean when we say candy is the auto evolution for all. As you can see, Candy America is committed to offering the most affordable vehicles on the U.S. market, so anyone who wants to drive one can do so. Now, let's take a look at the model K23."
24,2,It's not a typo. The K27 really is that affordable. Introducing the all-electric Kandy K27.
24,3,"Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles. We are excited to present the first two models of our electric vehicles, K23 and K27, for the U.S. market, which are currently the most affordable models on the market. Today we mark this event as a milestone for the new era."
24,4,Absolutely unreal. I can't believe that's 260 kph. Frick.
24,5,"This is an electric muscle car that will make the rule makers, the suits, and the lawyers wish they hadn't had a kale smoothie for lunch when they launched this thing. What's a kale smoothie? I don't really know, but you don't want one."
24,6,"260? T! Oh yeah, you got it right there."
25,1,"F-Sport's interior differentiates itself with distinctive standard features such as a black Nulux interior, metal scuff plates with a black Lexus logo, and aluminum sport pedals. A perforated leather-wrapped shift knob and steering wheel and silver dash panel trim are all new for 2014. To top it all off, a fully equipped F-Sport can still cost significantly less than a comparably equipped CLA."
25,2,"The F-Sport model's fun-to-drive personality is seen through its unique LFA-inspired high-tech interior that includes bolstered sport seats with distinctive stitching, G-meter and turbo boost gauge, perforated leather-wrapped steering wheel with paddle shifters, perforated leather-wrapped shift knob, black headliner, unique interior trim, aluminum sport pedals and scuff plates, Rioja Red as an exclusive interior color choice, and active sound control that audibly enhances engine notes for that fun-to-drive experience."
25,3,Ultrasonic blue and ultra-white are exterior colors exclusive to F-Sport models. The Red Line Red you see here is an all-new color that replaces Matador Red Mica. It's available on all CTs.
25,4,"And of course color material combination here, and the finish is very nicely executed. I love the dashboard here. That's new."
25,5,"I can see a new color on that it's it's shining very very nice in the sun how is the color called it is called sun rima green so i love this color personally so much how do you like it i love it it's full of variation so this color is deeper and has much more opulent value in it so it accentuates the drama of the surface yeah with the stronger contrast you can see the lines and lights yeah Yeah, so it reflects the environment perfectly."
25,6,"Yeah, ten different colors. So starting at just less than $10,000, you essentially have a smartphone on wheels. It's very impressive."
26,1,"Now our US R&D team is leading a global group in developing the NSX, which will be produced at our new performance manufacturing center in Ohio. The original Acura NSX debuted in America 25 years ago next month. NSX stood for new sports experimental, but when it proved to be no experiment, the name stuck and NSX redefined what it meant to be a supercar."
26,2,"here, the all-new Acura NSX. NSX Global Development Leader, Ted Klaus. Morning everyone, it's been my honor to lead development for this new Acura supercar, the next generation NSX."
26,3,To me the NSX is an epiphany. This car is awesome.
26,4,"Hey, I'm Bradley Hasenmaier, and I am thrilled to share a few highlights of the 2020 Acura ILX with incredible standard features and bold new styling. It'll help you stand out when you're ready to step up. Ready to see for yourself?"
26,5,"Let's go. When you get to the ILX, you really see some style with these sharp July LED headlights and that bold pentagon grill. And it only gets better on the inside with paddle shifters and redesigned sports seats."
26,6,"Hey I'm Bradley Hasenmaier and I am thrilled to give you a quick look at the 2020 Acura RLX Sport Hybrid. With its refined styling, accelerated performance capabilities, and premium features, the RLX Sport Hybrid delivers the perfect balance of sophistication and muscle. Ready to see for yourself?"
27,1,"Well, I'm just excited. That sound is amazing. What is it?"
27,2,"Don't say that. Sound, sound, sound. Feel it, feel it."
27,3,And it's interesting. It's a noise that's meant to sound like an AMG while not trying to sound like an internal combustion engine. Why don't we step on the gas and you'll hear what I'm talking about.
27,4,"And then with an Acura, I've come to expect things like a quiet road driving experience. So what kind of measures were taken on your end to make sure that the driver's somewhat isolated from those noises? Yeah, there's extra insulation placed throughout the vehicle, inside the cabin and in the engine bay throughout the vehicle that help keep that unwanted noise outside the car."
27,5,The sound of silence is actually a really important concept for us in air acoustics development for the e-tron because it doesn't have a combustion engine it's extremely quiet so that means that all other noise sources will be all the more prominent so we set ourselves the target of making a really really quiet vehicle for the e-tron. The e-tron was a very interesting project for an aerodynamicist.
27,6,"We took the best of everything that we had in our toolbox and we developed it into this vehicle. and the result is what you see now, or actually better, what you hear now. It's an extremely quiet vehicle, and it's one of the quietest vehicles in its class."
28,1,"We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back."
28,2,The new Buick Regal is The next step in transforming the Buick brand into what many of us at General Motors over the last 10 years have hoped that we could make the Buick brand be. Are we going to unveil this car together? We are.
28,3,It's what Buick is and where Buick is going. It's a great example of why Buick attracts more Conquest customers than any GM brand. And it's emblematic of the kind of excitement Buick will offer as it continues its new vehicle rollout with a dozen more to come globally by 2020.
28,4,"We invite all of the media and take the wraps off of our great cars at an auto show. But in the spirit of the new General Motors, we thought it was really important that we do it with our customers. And that's why we invited all of you here this evening to have a chance to get to know our new Buick lineup."
28,5,"It really gets what a Buick's all about. Real refinement in its design and its execution. It's also a very bold design, you know, that very strong waterfall grill that all Buicks have."
28,6,"actually, and so I think it's really a younger buyer for the Buick brand, and I think it's going to be a very broad group of people who will be interested in the car. Thanks for watching The Auto Channel. For more great automotive information and entertainment, visit TheAutoChannel.com, the internet's most complete and comprehensive automotive information resource."
29,1,"Hello, everyone. We're thrilled to bring you this first look at our innovative new Clarity series. The Clarity fuel cell, Clarity electric, and Clarity plug-in hybrid."
29,2,Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.
29,3,Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.
29,4,"Along with the Accurate team and Global Honda, I am excited about this new model and I sincerely hope our customers around the world will share our passion. Thank you. Thank you."
29,5,This is the new 2021 Pinnacle trim level shown on our plug-in hybrid and it's fitting that we're showing you this interior that goes further than anything we've ever done before in a vehicle that can take you further and it makes sense that a vehicle that gets 80 mpg equivalent showcases an interior that you won't want to get out of.
29,6,"Today we introduce the Honda Clarity line. We have a fuel cell powered Clarity, a pure battery electric Clarity, and a plug-in hybrid. We were able to develop a platform and virtually use the same body for all three incarnations of the car."
30,1,The e-pedal allows you to start decelerate and hold the car with just one pedal. Releasing the accelerator results in cooperative control of regenerative brake and friction brake that stabilizes braking force. You can also hold the car on the hill without stepping on the brakes thanks to the friction brake.
30,2,"i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal. It also captures energy that would normally be lost when braking, helping to maximize efficiency. And now, i-Pedal 3.0 works in reverse."
30,3,"Press the accelerator pedal and you surge forward, experiencing the instantaneous torque that only the advanced electric drive powertrain of eDrive can deliver. E-Drive technology also has the advantage of one-pedal driving. Release the accelerator pedal and feel the instant braking effect of brake energy recuperation."
30,4,"When you compare a conventional car with the e-quattro system, for example the acceleration from standstill, a conventional car with combustion engines first has to rev up to get the maximum torque. The e-CRATO behaves completely different. When you put your foot on the accelerator pedal down, you get instant thrust of the electric machines and it's an enormous feeling."
30,5,"This firm, low-speed one-pedal braking effect allows you to use the accelerator pedal to speed up and slow down in traffic. Perfect for driving in urban environments. The handling, thanks to near-perfect 50-50 weight distribution and the low center of gravity, is precise and confident."
30,6,"It's a comfort for me as an owner, but for a sport, when it's difficult for me to do it, it's very difficult. I can't say for sure when it's difficult for me to do it again, when it's difficult for me as a director. Yes, the brakes."
31,1,"You can't just turn it to, say, warm or cold to have something happen, or just turn on the fan. because the fan will blow, but it won't actually blow warm or cold air. You actually have to engage either the heat from the right button or the AC from the left button."
31,2,"They added in also these new neck heaters that you can manually control and adjust the vent for depending on how tall you are as an individual driving or being a passenger in the vehicle. That is all connected into Lexus Climate Concierge. And another great addition is the open air control, where the system automatically detects whether the top is up or down and pays attention to the sunlight, vehicle speed, and also the outside ambient temperature."
31,3,"They added in also these new neck heaters that you can manually control and adjust the vent for depending on how tall you are as an individual driving or being a passenger in the vehicle. That is all connected into Lexus Climate Concierge. And another great addition is the open air control, where the system automatically detects whether the top is up or down and pays attention to the sunlight, vehicle speed, and also the outside ambient temperature."
31,4,"Speaking of super smart, how about a GPS linked solar sensing system that measures the sun's position and intensity to adjust cabin temperatures. What? Mind blown!"
31,5,"Simply say, set the temperature to 70 degrees. I am increasing the temperature to 70 degrees Fahrenheit. That seems futuristic."
31,6,"As we're continuing on the center console, right beneath the center mounted aluminum air vent, you have some basic radio controls, rewind, seek, tune, fast forward by that button there, presets in the middle, and change in the different radio mode. Down beneath that is a standard dual zone electronic automatic climate control with three-stage heated seats for both sides, fan speed in the middle, different zones, automatic recycling, and more."
32,1,"More than ever before, the new Panamera is bringing together two opposing characteristics— the performance of a sports car and the comfort of a luxury saloon. It is this symbiosis that makes the Panamera. The second generation is a completely new development."
32,2,Panamera Models.
32,3,"The new Panamera. The new Panamera 4. From the exterior, the new Panamera models are immediately recognizable as Porsche vehicles, and therefore as sports cars."
32,4,That's why I said it's not the same. That's why I said it's not the same. I said it was the same.
32,5,"That's what's going to differentiate them because the technology is going to be so similar. Absolutely. For us, you know, the key differentiator of design is one of our brand pillars, right?"
32,6,"Gran Turismo, for example, is the iconic model of the game. The idea, the synthesis of a Grand Tour is to add to the presentation and to use it in the future."
33,1,"The 2017 Pacifica will be in dealer showrooms this spring and the Pacifica Hybrid later this year. with an all-new architecture, new level of convenience, safety, connectivity, entertainment, cargo, and passenger space unmatched by the competition, all wrapped in a stylish design that will bring pride of ownership to the minivan segment, a no compromise offering, eight passenger seating, or 80 miles per gallon, only from Chrysler. Thank you."
33,2,"The all-new 2017 Chrysler Pacifica delivers on everything our owners said they needed, wanted, and more. So let's take a minute to unbox the innovations you'll find in the new Pacifica. From any angle, it's easy to see that Pacifica makes a bold styling statement."
33,3,"For more than 96 years, Chrysler has been an iconic American automotive brand and one that's earned a reputation for bringing breakthrough innovation and creating new segments for the mainstream market that delight customers. As you know, Chrysler created the minivan segment nearly 40 years ago and has created many award-winning products throughout that time. The Chrysler Pacifica Hybrid was the first and remains the only plug-in hybrid minivan."
33,4,"I'm talking about a segment invented by Chrysler more than 30 years ago. Ladies and gentlemen, it's my pleasure to present back on the stage at Kogel Hall, the one and only, the original, the 1984 minivan. Seriously, this vehicle arrived and immediately addressed one of the biggest unfulfilled needs in the industry."
33,5,"It was the mid 80s. And Chrysler set the gold standard for families on the go. Well, some people bronze their baby shoes."
33,6,"The minivan answered America's need for a car that could provide comfortable, safe, efficient, versatile seating for up to seven people. We couldn't build them fast enough and for good reason. They just made sense."
